"","date","concentration"
"1001","1978-06-10",338.23
"1002","1978-06-17",337.86
"1003","1978-06-24",337.39
"1004","1978-07-01",337.69
"1005","1978-07-08",336.79
"1006","1978-07-15",336.72
"1007","1978-07-22",335.95
"1008","1978-07-29",335.69
"1009","1978-08-05",335.17
"1010","1978-08-12",334.84
"1011","1978-08-19",334.41
"1012","1978-08-26",334.37
"1013","1978-09-02",333.88
"1014","1978-09-09",332.88
"1015","1978-09-16",332.19
"1016","1978-09-23",332.38
"1017","1978-09-30",332.76
"1018","1978-10-07",332.1
"1019","1978-10-14",332.45
"1020","1978-10-21",333.02
"1021","1978-10-28",333.18
"1022","1978-11-04",333.58
"1023","1978-11-11",333.85
"1024","1978-11-18",333.88
"1025","1978-11-25",334.2
"1026","1978-12-02",334.52
"1027","1978-12-09",334.8
"1028","1978-12-16",335.15
"1029","1978-12-23",335.12
"1030","1978-12-30",335.32
"1031","1979-01-06",335.36
"1032","1979-01-13",335.97
"1033","1979-01-20",336.85
"1034","1979-01-27",336.95
"1035","1979-02-03",336.9
"1036","1979-02-10",336.54
"1037","1979-02-17",336.71
"1038","1979-02-24",336.79
"1039","1979-03-03",337.12
"1040","1979-03-10",337.79
"1041","1979-03-17",337.43
"1042","1979-03-24",339.02
"1043","1979-03-31",338.8
"1044","1979-04-07",338.17
"1045","1979-04-14",338.66
"1046","1979-04-21",339.25
"1047","1979-04-28",339.6
"1048","1979-05-05",339.3
"1049","1979-05-12",338.88
"1050","1979-05-19",339.86
"1051","1979-05-26",339.62
"1052","1979-06-02",339.93
"1053","1979-06-09",339.52
"1054","1979-06-16",338.9
"1055","1979-06-23",338.95
"1056","1979-06-30",339
"1057","1979-07-07",338.28
"1058","1979-07-14",337.82
"1059","1979-07-21",337.37
"1060","1979-07-28",336.84
"1061","1979-08-04",337.03
"1062","1979-08-11",336.59
"1063","1979-08-18",336.17
"1064","1979-08-25",334.56
"1065","1979-09-01",334.45
"1066","1979-09-08",334
"1067","1979-09-15",334.21
"1068","1979-09-22",333.28
"1069","1979-09-29",334.11
"1070","1979-10-06",334.1
"1071","1979-10-13",333.97
"1072","1979-10-20",333.74
"1073","1979-10-27",334.16
"1074","1979-11-03",334.73
"1075","1979-11-10",334.86
"1076","1979-11-17",335.59
"1077","1979-11-24",335.68
"1078","1979-12-01",335.99
"1079","1979-12-08",336.5
"1080","1979-12-15",336.77
"1081","1979-12-22",336.88
"1082","1979-12-29",337.4
"1083","1980-01-05",337.67
"1084","1980-01-12",337.48
"1085","1980-01-19",338.38
"1086","1980-01-26",338.49
"1087","1980-02-02",338.05
"1088","1980-02-09",338.14
"1089","1980-02-16",338.68
"1090","1980-02-23",338.26
"1091","1980-03-01",339.31
"1092","1980-03-08",339.54
"1093","1980-03-15",340.02
"1094","1980-03-22",340.54
"1095","1980-03-29",341.01
"1096","1980-04-05",340.41
"1097","1980-04-12",340.95
"1098","1980-04-19",340.75
"1099","1980-04-26",341.06
"1100","1980-05-03",341.52
"1101","1980-05-10",341.3
"1102","1980-05-17",341.38
"1103","1980-05-24",340.92
"1104","1980-05-31",341.72
"1105","1980-06-07",341.38
"1106","1980-06-14",341.39
"1107","1980-06-21",340.87
"1108","1980-06-28",340.4
"1109","1980-07-05",340.44
"1110","1980-07-12",339.78
"1111","1980-07-19",338.51
"1112","1980-07-26",338.92
"1113","1980-08-02",337.98
"1114","1980-08-09",337.77
"1115","1980-08-16",337.75
"1116","1980-08-23",337.79
"1117","1980-08-30",337.01
"1118","1980-09-06",336.65
"1119","1980-09-13",335.75
"1120","1980-09-20",335.28
"1121","1980-09-27",336.03
"1122","1980-10-04",335.83
"1123","1980-10-11",335.87
"1124","1980-10-18",336.1
"1125","1980-10-25",336.42
"1126","1980-11-01",336.65
"1127","1980-11-08",336.98
"1128","1980-11-15",337.14
"1129","1980-11-22",337.31
"1130","1980-11-29",337.41
"1131","1980-12-06",337.77
"1132","1980-12-13",338.1
"1133","1980-12-20",338.39
"1134","1980-12-27",338.72
"1135","1981-01-03",338.94
"1136","1981-01-10",339.13
"1137","1981-01-17",339.39
"1138","1981-01-24",339.36
"1139","1981-01-31",339.55
"1140","1981-02-07",340.57
"1141","1981-02-14",340.04
"1142","1981-02-21",340.2
"1143","1981-02-28",341.11
"1144","1981-03-07",340.73
"1145","1981-03-14",341.04
"1146","1981-03-21",341.89
"1147","1981-03-28",342.19
"1148","1981-04-04",342.42
"1149","1981-04-11",342.49
"1150","1981-04-18",342.78
"1151","1981-04-25",342.3
"1152","1981-05-02",342.95
"1153","1981-05-09",343
"1154","1981-05-16",342.8
"1155","1981-05-23",342.7
"1156","1981-05-30",342.75
"1157","1981-06-06",342.64
"1158","1981-06-13",342.54
"1159","1981-06-20",341.81
"1160","1981-06-27",341.64
"1161","1981-07-04",341.05
"1162","1981-07-11",340.87
"1163","1981-07-18",339.76
"1164","1981-07-25",340.21
"1165","1981-08-01",339.56
"1166","1981-08-08",338.92
"1167","1981-08-15",338.48
"1168","1981-08-22",337.57
"1169","1981-08-29",337.73
"1170","1981-09-05",337.2
"1171","1981-09-12",337.03
"1172","1981-09-19",336.75
"1173","1981-09-26",335.95
"1174","1981-10-03",336.3
"1175","1981-10-10",336.65
"1176","1981-10-17",337.13
"1177","1981-10-24",337.22
"1178","1981-10-31",337.56
"1179","1981-11-07",337.87
"1180","1981-11-14",338.14
"1181","1981-11-21",338.57
"1182","1981-11-28",339.3
"1183","1981-12-05",339.29
"1184","1981-12-12",339.41
"1185","1981-12-19",339.65
"1186","1981-12-26",340.23
"1187","1982-01-02",340.28
"1188","1982-01-09",340.39
"1189","1982-01-16",340.72
"1190","1982-01-23",341.13
"1191","1982-01-30",341.29
"1192","1982-02-06",341.94
"1193","1982-02-13",341.11
"1194","1982-02-20",341.14
"1195","1982-02-27",342.19
"1196","1982-03-06",342.66
"1197","1982-03-13",342.61
"1198","1982-03-20",342.78
"1199","1982-03-27",342.81
"1200","1982-04-03",342.96
"1201","1982-04-10",343.3
"1202","1982-04-17",343.5
"1203","1982-04-24",344.29
"1204","1982-05-01",343.83
"1205","1982-05-08",343.68
"1206","1982-05-15",344.29
"1207","1982-05-22",344.1
"1208","1982-05-29",344.1
"1209","1982-06-05",343.48
"1210","1982-06-12",343.5
"1211","1982-06-19",343.46
"1212","1982-06-26",342.91
"1213","1982-07-03",342.53
"1214","1982-07-10",342.03
"1215","1982-07-17",342.02
"1216","1982-07-24",341.81
"1217","1982-07-31",341.31
"1218","1982-08-07",340.57
"1219","1982-08-14",340.06
"1220","1982-08-21",339.71
"1221","1982-08-28",338.32
"1222","1982-09-04",338.88
"1223","1982-09-11",338.61
"1224","1982-09-18",337.84
"1225","1982-09-25",336.92
"1226","1982-10-02",337.32
"1227","1982-10-09",338.09
"1228","1982-10-16",337.6
"1229","1982-10-23",337.94
"1230","1982-10-30",338.7
"1231","1982-11-06",338.49
"1232","1982-11-13",339.2
"1233","1982-11-20",339.72
"1234","1982-11-27",339.88
"1235","1982-12-04",339.86
"1236","1982-12-11",340.43
"1237","1982-12-18",340.71
"1238","1982-12-25",340.82
"1239","1983-01-01",340.94
"1240","1983-01-08",341.44
"1241","1983-01-15",341.57
"1242","1983-01-22",341.25
"1243","1983-01-29",341.72
"1244","1983-02-05",342
"1245","1983-02-12",342.77
"1246","1983-02-19",342.5
"1247","1983-02-26",342.84
"1248","1983-03-05",342.38
"1249","1983-03-12",342.58
"1250","1983-03-19",344.06
"1251","1983-03-26",343.81
"1252","1983-04-02",344.02
"1253","1983-04-09",344.89
"1254","1983-04-16",345.07
"1255","1983-04-23",345.32
"1256","1983-04-30",345.46
"1257","1983-05-07",345.43
"1258","1983-05-14",345.77
"1259","1983-05-21",345.85
"1260","1983-05-28",345.76
"1261","1983-06-04",345.68
"1262","1983-06-11",345.6
"1263","1983-06-18",345.04
"1264","1983-06-25",344.97
"1265","1983-07-02",344.74
"1266","1983-07-09",344.59
"1267","1983-07-16",343.73
"1268","1983-07-23",343.66
"1269","1983-07-30",342.6
"1270","1983-08-06",343.05
"1271","1983-08-13",341.7
"1272","1983-08-20",342.14
"1273","1983-08-27",341.8
"1274","1983-09-03",339.94
"1275","1983-09-10",339.99
"1276","1983-09-17",339.86
"1277","1983-09-24",339.98
"1278","1983-10-01",339.87
"1279","1983-10-08",339.76
"1280","1983-10-15",340.12
"1281","1983-10-22",340.25
"1282","1983-10-29",340.37
"1283","1983-11-05",340.8
"1284","1983-11-12",341
"1285","1983-11-19",341.18
"1286","1983-11-26",341.7
"1287","1983-12-03",341.87
"1288","1983-12-10",342.85
"1289","1983-12-17",343.39
"1290","1983-12-24",343.61
"1291","1983-12-31",343.47
"1292","1984-01-07",343.78
"1293","1984-01-14",343.47
"1294","1984-01-21",343.5
"1295","1984-01-28",344.16
"1296","1984-02-04",344.35
"1297","1984-02-11",344.57
"1298","1984-02-18",344.33
"1299","1984-02-25",344.69
"1300","1984-03-03",344.88
"1301","1984-03-10",344.95
"1302","1984-03-17",345.45
"1303","1984-03-24",345.69
"1304","1984-04-28",347.47
"1305","1984-05-05",347.49
"1306","1984-05-12",347.78
"1307","1984-05-19",347.36
"1308","1984-05-26",347.03
"1309","1984-06-02",347.09
"1310","1984-06-09",347.02
